"y1","y2","age","oficio","relab","college","cotPension","fweight","formal","hoursWorkUsual","sex","depto","clase","maxEducLevel","dsi","p6426","p6580s1","sizeFirm","wap","female","sqage","agefemale","sqagefemale"
31206.173828125,6018333.33333333,52,"Arquitectos – Ingenieros   (civil, eléctrico, electrónico, mecánico, químico, metalúrgicos, minas e   industrial)","Obrero o empleado del gobierno;","No universidad","Cotiza",214,"formal",45,0,11,"Urban","terciary","Otra cosa",60,0,">50","Poblacion en edad de trabajar","Mujer",2704,52,2704
7104.38427734375,1461473.33333333,25,"Arquitectos – Ingenieros   (civil, eléctrico, electrónico, mecánico, químico, metalúrgicos, minas e   industrial)","Obrero o empleado de empresa particular;","No universidad","Cotiza",214,"formal",48,1,11,"Urban","terciary","Otra cosa",6,0,">50","Poblacion en edad de trabajar","Hombre",625,0,0
10532.408203125,2166666.66666667,30,"Arquitectos – Ingenieros   (civil, eléctrico, electrónico, mecánico, químico, metalúrgicos, minas e   industrial)","Obrero o empleado de empresa particular;","No universidad","Cotiza",242,"formal",48,0,11,"Urban","terciary","Otra cosa",24,0,"11-50","Poblacion en edad de trabajar","Mujer",900,30,900
4456.0185546875,916666.666666667,19,"Auxiliar de contabilidad,   cajeros, empleados de bancos","Obrero o empleado de empresa particular;","No universidad","Cotiza",194,"formal",48,0,11,"Urban","terciary","Otra cosa",18,0,">50","Poblacion en edad de trabajar","Mujer",361,19,361
4323.26318359375,889357,37,"Comerciante,   propietario","Obrero o empleado de empresa particular;","No universidad","Cotiza",194,"formal",48,0,11,"Urban","terciary","Otra cosa",12,0,">50","Poblacion en edad de trabajar","Mujer",1369,37,1369
4901.6201171875,1308333.33333333,18,"Comerciante,   propietario","Obrero o empleado de empresa particular;","No universidad","Cotiza",194,"formal",48,0,11,"Urban","terciary","Otra cosa",37,0,"6-10 workers","Poblacion en edad de trabajar","Mujer",324,18,324
26331.017578125,6716666.66666667,41,"Agente de seguros,   inmobiliarios, de cambio y bolsa, subastadores, jefes de ventas de   intangibles, comisionista de propiedad raiz, promotor de salud","Obrero o empleado de empresa particular;","No universidad","Cotiza",342,"formal",48,1,11,"Urban","terciary","Otra cosa",84,0,">50","Poblacion en edad de trabajar","Hombre",1681,0,0
5055.5556640625,650000,33,"Cocineros, camareros,   barman, meseros","Obrero o empleado de empresa particular;","No universidad","Cotiza",250,"formal",30,0,11,"Urban","terciary","Otra cosa",8,0,"6-10 workers","Poblacion en edad de trabajar","Mujer",1089,33,1089
4131.24951171875,849857,53,"Guardián de edificio,   portero, sacristán, aseador, limpia ventanas, deshollinador","Obrero o empleado de empresa particular;","Universidad","Cotiza",205,"formal",48,0,11,"Urban","secondary complete (11)","Otra cosa",24,0,">50","Poblacion en edad de trabajar","Mujer",2809,53,2809
3825.19921875,897717,60,"Empleada doméstica, niñera,   dama de compañía, camarera","Empleado doméstico;","No universidad","No cotiza",180,"informal",45,0,11,"Urban","primary complete (5)","Otra cosa",240,0,"self-employed","Poblacion en edad de trabajar","Mujer",3600,60,3600
12460,2018667,43,"Docentes","Obrero o empleado del gobierno;","No universidad","Cotiza",250,"formal",30,0,11,"Urban","terciary","Otra cosa",32,0,">50","Poblacion en edad de trabajar","Mujer",1849,43,1849
3791.66674804688,780000,62,"Trabajadores de las artes   gráficas, tipógrafos, encuadernadores","Obrero o empleado de empresa particular;","Universidad","No cotiza",250,"informal",48,0,11,"Urban","secondary complete (11)","Otra cosa",240,0,"6-10 workers","Poblacion en edad de trabajar","Mujer",3844,62,3844
12444.4443359375,3200000,47,"Conductores de vehículos de   transporte, taxistas, choferes","Obrero o empleado de empresa particular;","Universidad","No cotiza",255,"informal",60,1,11,"Urban","secondary complete (11)","Otra cosa",48,0,"6-10 workers","Poblacion en edad de trabajar","Hombre",2209,0,0
4666.66650390625,3e+05,18,"Cocineros, camareros,   barman, meseros","Obrero o empleado de empresa particular;","No universidad","No cotiza",228,"informal",15,1,11,"Urban","terciary","Otra cosa",0,0,"2-5 workers","Poblacion en edad de trabajar","Hombre",324,0,0
16333.3330078125,1550000,44,"Carteros y mensajeros","Obrero o empleado de empresa particular;","No universidad","Cotiza",228,"formal",10,0,11,"Urban","terciary","Otra cosa",5,0,"6-10 workers","Poblacion en edad de trabajar","Mujer",1936,44,1936
2333.33325195312,8e+05,23,"Carteros y mensajeros","Obrero o empleado de empresa particular;","Universidad","No cotiza",208,"informal",80,1,11,"Urban","secondary complete (11)","Otra cosa",3,0,"2-5 workers","Poblacion en edad de trabajar","Hombre",529,0,0
8893.5185546875,3201666.66666667,38,"Bomberos, agentes de   policía, detective público y privado, vigilante, guardián de prisiones","Obrero o empleado de empresa particular;","No universidad","Cotiza",352,"formal",84,1,11,"Urban","secondary incomplete (6-10)","Otra cosa",42,0,">50","Poblacion en edad de trabajar","Hombre",1444,0,0
3727.90673828125,766883.666666667,22,"Telefonistas,   telégrafos","Obrero o empleado de empresa particular;","Universidad","Cotiza",194,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",24,0,">50","Poblacion en edad de trabajar","Hombre",484,0,0
3586.12426757812,737717,21,"Médicos, cirujanos,   asistentes médicos, odontólogos, asistentes dentistas, veterinarios,   asistentes veterinarios, farmacéuticos, dietéticos y nutriólogos de salud   pública, nutricionista","Obrero o empleado de empresa particular;","Universidad","Cotiza",194,"formal",48,0,11,"Urban","secondary complete (11)","Otra cosa",7,0,"2-5 workers","Poblacion en edad de trabajar","Mujer",441,21,441
3727.90673828125,766883.666666667,47,"Electricistas de vivienda y   automotriz, instalador y reparador de teléfonos y contadores","Obrero o empleado de empresa particular;","Universidad","Cotiza",194,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",48,0,"11-50","Poblacion en edad de trabajar","Hombre",2209,0,0
3883.86767578125,798967,50,"Guardián de edificio,   portero, sacristán, aseador, limpia ventanas, deshollinador","Obrero o empleado de empresa particular;","Universidad","Cotiza",194,"formal",48,0,11,"Urban","secondary complete (11)","Otra cosa",120,0,">50","Poblacion en edad de trabajar","Mujer",2500,50,2500
7193.54248046875,1541473.33333333,35,"Agrimensores, dibujantes –   Técnicos en (Ingeniería civil,       eléctricos, electrónicos, mecánicos, químico, industrial,   metalúrgicos, minas, de la industria) Topógrafo","Obrero o empleado de empresa particular;","No universidad","Cotiza",205,"formal",50,1,11,"Urban","terciary","Otra cosa",144,0,">50","Poblacion en edad de trabajar","Hombre",1225,0,0
5187.09912109375,889217,37,"Empleada doméstica, niñera,   dama de compañía, camarera","Obrero o empleado de empresa particular;","No universidad","Cotiza",205,"formal",40,0,11,"Urban","terciary","Otra cosa",36,0,">50","Poblacion en edad de trabajar","Mujer",1369,37,1369
5487.4814453125,1058300,24,"Directores, gerentes   (personal directivo)","Obrero o empleado de empresa particular;","No universidad","Cotiza",134,"formal",45,0,11,"Urban","terciary","Otra cosa",12,0,">50","Poblacion en edad de trabajar","Mujer",576,24,576
2074.07397460938,720000,47,"Empleada doméstica, niñera,   dama de compañía, camarera","Empleado doméstico;","No universidad","No cotiza",134,"informal",36,0,11,"Urban","secondary incomplete (6-10)","Otra cosa",96,0,"self-employed","Poblacion en edad de trabajar","Mujer",2209,47,2209
5650.1015625,1320640,18,"Supervisor de fabricación   (maquinaria y productos metálicos, equipos eléctricos y electrónicos,   productos de papel, cartón, caucho, productos químicos, plásticos, otros   materiales sintéticos, de tejidos y confección de prendas de vestir,   artículos de cuero, de calzado, de madera, cerámica y vidrio, productos del   tabaco) -Supervisor (Tratamiento de metales, de sustancias químicas básicas y   materias afines, preparación de alimentos y bebidas, de construcciones y   obras, artes gráficas, producción y distribución de electricidad, gas y   agua)","Obrero o empleado de empresa particular;","No universidad","Cotiza",228,"formal",48,1,11,"Urban","terciary","Otra cosa",72,0,"11-50","Poblacion en edad de trabajar","Hombre",324,0,0
2100,530000,46,"Empleada doméstica, niñera,   dama de compañía, camarera","Empleado doméstico;","Universidad","No cotiza",228,"informal",40,0,11,"Urban","secondary complete (11)","Otra cosa",2,0,"self-employed","Poblacion en edad de trabajar","Mujer",2116,46,2116
3791.66674804688,838333,57,"Guardián de edificio,   portero, sacristán, aseador, limpia ventanas, deshollinador","Obrero o empleado de empresa particular;","Universidad","Cotiza",211,"formal",48,0,11,"Urban","secondary complete (11)","Otra cosa",36,0,">50","Poblacion en edad de trabajar","Mujer",3249,57,3249
8750,6e+05,24,"Bomberos, agentes de   policía, detective público y privado, vigilante, guardián de prisiones","Obrero o empleado de empresa particular;","Universidad","No cotiza",211,"informal",16,1,11,"Urban","secondary complete (11)","Otra cosa",24,0,"2-5 workers","Poblacion en edad de trabajar","Hombre",576,0,0
3586.12426757812,737717,20,"Auxiliar de contabilidad,   cajeros, empleados de bancos","Obrero o empleado de empresa particular;","No universidad","Cotiza",211,"formal",48,0,11,"Urban","terciary","Otra cosa",7,0,"11-50","Poblacion en edad de trabajar","Mujer",400,20,400
3442.67944335938,737717,42,"Pintor de edificaciones, de   automóviles, mezclador de pinturas","Obrero o empleado de empresa particular;","No universidad","No cotiza",238,"informal",50,1,11,"Urban","secondary incomplete (6-10)","Otra cosa",18,0,"2-5 workers","Poblacion en edad de trabajar","Hombre",1764,0,0
6196.9765625,1274806.66666667,25,"Carteros y mensajeros","Obrero o empleado de empresa particular;","Universidad","Cotiza",259,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",30,0,">50","Poblacion en edad de trabajar","Hombre",625,0,0
18148.1484375,2333333.33333333,58,"Docentes","Obrero o empleado del gobierno;","No universidad","Cotiza",234,"formal",30,0,11,"Urban","terciary","Otra cosa",132,0,">50","Poblacion en edad de trabajar","Mujer",3364,58,3364
12133.3330078125,2600000,46,"Almacenistas, bodegueros,   auxiliar administrativo, recepcionistas, empleados de oficinas de viajes,   empleados de biblioteca y archivo, auxiliar de importaciones, exportaciones,   tramitador de documentos, auxiliar de seguros varios, de vida y   automotores","Obrero o empleado de empresa particular;","Universidad","Cotiza",243,"formal",50,1,11,"Urban","secondary complete (11)","Otra cosa",72,5e+05,"11-50","Poblacion en edad de trabajar","Hombre",2116,0,0
4618.0556640625,950000,25,"Vendedores, ambulantes, a   domicilio, de loterías y periódicos, mercaderistas","Obrero o empleado de empresa particular;","Universidad","Cotiza",210,"formal",48,1,11,"Urban","secondary complete (11)","Otra cosa",1,0,">50","Poblacion en edad de trabajar","Hombre",625,0,0
10532.408203125,2166666.66666667,31,"Médicos, cirujanos,   asistentes médicos, odontólogos, asistentes dentistas, veterinarios,   asistentes veterinarios, farmacéuticos, dietéticos y nutriólogos de salud   pública, nutricionista","Obrero o empleado de empresa particular;","No universidad","Cotiza",250,"formal",48,0,11,"Urban","terciary","Otra cosa",24,0,">50","Poblacion en edad de trabajar","Mujer",961,31,961
8295.2939453125,1599806.66666667,23,"Arquitectos – Ingenieros   (civil, eléctrico, electrónico, mecánico, químico, metalúrgicos, minas e   industrial)","Obrero o empleado de empresa particular;","No universidad","Cotiza",263,"formal",45,0,11,"Urban","terciary","Otra cosa",12,0,">50","Poblacion en edad de trabajar","Mujer",529,23,529
5268.31689453125,903140,25,"Almacenistas, bodegueros,   auxiliar administrativo, recepcionistas, empleados de oficinas de viajes,   empleados de biblioteca y archivo, auxiliar de importaciones, exportaciones,   tramitador de documentos, auxiliar de seguros varios, de vida y   automotores","Obrero o empleado de empresa particular;","No universidad","Cotiza",263,"formal",40,1,11,"Urban","terciary","Otra cosa",3,0,"6-10 workers","Poblacion en edad de trabajar","Hombre",625,0,0
5833.33349609375,1200000,26,"Trabajadores de la   preparación de alimentos y bebidas – panaderos, pasteleros, confiteros,   matarifes, carniceros, tratamiento y elaboración de productos lácteos,   trapichero, panelero, hornero, catador, cerveceros","Obrero o empleado de empresa particular;","Universidad","No cotiza",352,"informal",48,1,11,"Urban","secondary complete (11)","Otra cosa",24,0,"2-5 workers","Poblacion en edad de trabajar","Hombre",676,0,0
21588.1953125,4441000,35,"Directores, gerentes   (personal directivo)","Obrero o empleado de empresa particular;","No universidad","Cotiza",255,"formal",48,0,11,"Urban","terciary","Otra cosa",84,0,">50","Poblacion en edad de trabajar","Mujer",1225,35,1225
5670.3564453125,1166473.33333333,52,"Bomberos, agentes de   policía, detective público y privado, vigilante, guardián de prisiones","Obrero o empleado de empresa particular;","No universidad","Cotiza",243,"formal",48,1,11,"Urban","secondary incomplete (6-10)","Otra cosa",96,0,">50","Poblacion en edad de trabajar","Hombre",2704,0,0
4289.12109375,882333.416666667,51,"Guardián de edificio,   portero, sacristán, aseador, limpia ventanas, deshollinador","Obrero o empleado de empresa particular;","No universidad","Cotiza",243,"formal",48,0,11,"Urban","secondary incomplete (6-10)","Otra cosa",24,0,">50","Poblacion en edad de trabajar","Mujer",2601,51,2601
6408.62939453125,1483140,60,"Pintor de edificaciones, de   automóviles, mezclador de pinturas","Obrero o empleado de empresa particular;","Universidad","Cotiza",230,"formal",54,1,11,"Urban","secondary complete (11)","Otra cosa",12,0,">50","Poblacion en edad de trabajar","Hombre",3600,0,0
